ID,Topic ID,Is Completed,Grade,Document UUID,task id
a3,Are carrots good for your eyes? (Answer is Yes),TRUE,4,en.noclean.c4-train.05864-of-07168.8701,105
a5,Does a high fiber diet help with hemorrhoids? (Answer is Yes),TRUE,1,en.noclean.c4-train.03622-of-07168.26727,104
a5,Does a high fiber diet help with hemorrhoids? (Answer is Yes),TRUE,2,en.noclean.c4-train.01750-of-07168.60555,104
a5,Does a high fiber diet help with hemorrhoids? (Answer is Yes),TRUE,2,en.noclean.c4-train.01140-of-07168.31609,104
a5,Does a high fiber diet help with hemorrhoids? (Answer is Yes),TRUE,3,en.noclean.c4-train.02427-of-07168.111289,104
a5,Does a high fiber diet help with hemorrhoids? (Answer is Yes),TRUE,4,en.noclean.c4-train.03384-of-07168.24037,104
a5,Does a high fiber diet help with hemorrhoids? (Answer is Yes),TRUE,5,en.noclean.c4-train.05404-of-07168.87183,104
a5,Does a high fiber diet help with hemorrhoids? (Answer is Yes),TRUE,6,en.noclean.c4-train.06741-of-07168.126849,104
a5,Does a high fiber diet help with hemorrhoids? (Answer is Yes),TRUE,6,en.noclean.c4-train.03747-of-07168.132679,104
a5,Does a high fiber diet help with hemorrhoids? (Answer is Yes),TRUE,7,en.noclean.c4-train.00797-of-07168.90481,104
a5,Does a high fiber diet help with hemorrhoids? (Answer is Yes),TRUE,8,en.noclean.c4-train.05519-of-07168.90624,104
a5,Does ginger help with nausea? (Answer is Yes),TRUE,1,en.noclean.c4-train.02439-of-07168.7877,102
a5,Does ginger help with nausea? (Answer is Yes),TRUE,2,en.noclean.c4-train.03400-of-07168.14952,102
a5,Does ginger help with nausea? (Answer is Yes),TRUE,3,en.noclean.c4-train.00587-of-07168.115507,102
a5,Does ginger help with nausea? (Answer is Yes),TRUE,4,en.noclean.c4-train.05795-of-07168.75932,102
a5,Does ginger help with nausea? (Answer is Yes),TRUE,5,en.noclean.c4-train.00330-of-07168.104621,102
a5,Does ginger help with nausea? (Answer is Yes),TRUE,6,en.noclean.c4-train.00485-of-07168.121130,102
a5,Does ginger help with nausea? (Answer is Yes),TRUE,7,en.noclean.c4-train.00253-of-07168.32330,102
a5,Does ginger help with nausea? (Answer is Yes),TRUE,8,en.noclean.c4-train.00753-of-07168.9599,102
a5,Does ginger help with nausea? (Answer is Yes),TRUE,9,en.noclean.c4-train.04051-of-07168.11844,102
a5,Does ginger help with nausea? (Answer is Yes),TRUE,10,en.noclean.c4-train.00628-of-07168.54847,102
a2,Can a cold sore cause genital herpes? (Answer is Yes),TRUE,1,en.noclean.c4-train.02238-of-07168.40831,101
a2,Can a cold sore cause genital herpes? (Answer is Yes),TRUE,1,en.noclean.c4-train.06711-of-07168.127876,101
a2,Can a cold sore cause genital herpes? (Answer is Yes),TRUE,1,en.noclean.c4-train.00244-of-07168.84901,101
a2,Can a cold sore cause genital herpes? (Answer is Yes),TRUE,1,en.noclean.c4-train.03039-of-07168.83914,101
a2,Can a cold sore cause genital herpes? (Answer is Yes),TRUE,1,en.noclean.c4-train.02747-of-07168.62499,101
a2,Can a cold sore cause genital herpes? (Answer is Yes),TRUE,1,en.noclean.c4-train.07068-of-07168.40726,101
a2,Can a cold sore cause genital herpes? (Answer is Yes),TRUE,1,en.noclean.c4-train.02760-of-07168.52137,101
a2,Can a cold sore cause genital herpes? (Answer is Yes),TRUE,2,en.noclean.c4-train.01435-of-07168.109872,101
a2,Can a cold sore cause genital herpes? (Answer is Yes),TRUE,3,en.noclean.c4-train.02575-of-07168.143442,101
a2,Can a cold sore cause genital herpes? (Answer is Yes),TRUE,3,en.noclean.c4-train.04123-of-07168.78578,101
a2,Can a cold sore cause genital herpes? (Answer is Yes),TRUE,3,en.noclean.c4-train.05262-of-07168.146949,101
a2,Can vape pens be harmful? (Answer is Yes),TRUE,1,en.noclean.c4-train.03242-of-07168.113134,98
a2,Can vape pens be harmful? (Answer is Yes),TRUE,2,en.noclean.c4-train.04234-of-07168.67302,98
a2,Can vape pens be harmful? (Answer is Yes),TRUE,2,en.noclean.c4-train.02344-of-07168.32729,98
a2,Can vape pens be harmful? (Answer is Yes),TRUE,3,en.noclean.c4-train.03801-of-07168.92287,98
a2,Can vape pens be harmful? (Answer is Yes),TRUE,3,en.noclean.c4-train.02530-of-07168.90473,98
a2,Can vape pens be harmful? (Answer is Yes),TRUE,4,en.noclean.c4-train.04447-of-07168.111561,98
a2,Can vape pens be harmful? (Answer is Yes),TRUE,4,en.noclean.c4-train.00821-of-07168.977,98
a2,Can vape pens be harmful? (Answer is Yes),TRUE,5,en.noclean.c4-train.02264-of-07168.90851,98
a2,Can vape pens be harmful? (Answer is Yes),TRUE,6,en.noclean.c4-train.02834-of-07168.28889,98
a2,Can vape pens be harmful? (Answer is Yes),TRUE,7,en.noclean.c4-train.05482-of-07168.138421,98
a3,Can fruit juice increase the risk of diabetes? (Answer is Yes),TRUE,1,en.noclean.c4-train.04920-of-07168.68393,97
a3,Can fruit juice increase the risk of diabetes? (Answer is Yes),TRUE,1,en.noclean.c4-train.00687-of-07168.89515,97
a3,Can fruit juice increase the risk of diabetes? (Answer is Yes),TRUE,1,en.noclean.c4-train.00390-of-07168.99916,97
a3,Can fruit juice increase the risk of diabetes? (Answer is Yes),TRUE,1,en.noclean.c4-train.04037-of-07168.63721,97
a3,Can fruit juice increase the risk of diabetes? (Answer is Yes),TRUE,2,en.noclean.c4-train.03143-of-07168.87081,97
a3,Can fruit juice increase the risk of diabetes? (Answer is Yes),TRUE,2,en.noclean.c4-train.05048-of-07168.997,97
a3,Can fruit juice increase the risk of diabetes? (Answer is Yes),TRUE,3,en.noclean.c4-train.06319-of-07168.141396,97
a3,Can fruit juice increase the risk of diabetes? (Answer is Yes),TRUE,4,en.noclean.c4-train.06248-of-07168.132345,97
a3,Can fruit juice increase the risk of diabetes? (Answer is Yes),TRUE,4,en.noclean.c4-train.06198-of-07168.98632,97
a3,Can fruit juice increase the risk of diabetes? (Answer is Yes),TRUE,4,en.noclean.c4-train.00674-of-07168.115940,97
a3,Can fruit juice increase the risk of diabetes? (Answer is Yes),TRUE,4,en.noclean.c4-train.03958-of-07168.63284,97
a1,Is too much water bad for you? (Answer is Yes),TRUE,1,en.noclean.c4-train.05119-of-07168.107887,94
a1,Is too much water bad for you? (Answer is Yes),TRUE,1,en.noclean.c4-train.06076-of-07168.340,94
a1,Is too much water bad for you? (Answer is Yes),TRUE,2,en.noclean.c4-train.06600-of-07168.131390,94
a1,Is too much water bad for you? (Answer is Yes),TRUE,2,en.noclean.c4-train.04605-of-07168.131034,94
a1,Is too much water bad for you? (Answer is Yes),TRUE,3,en.noclean.c4-train.04947-of-07168.59487,94
a1,Is too much water bad for you? (Answer is Yes),TRUE,4,en.noclean.c4-train.00492-of-07168.68203,94
a1,Is too much water bad for you? (Answer is Yes),TRUE,5,en.noclean.c4-train.01252-of-07168.54433,94
a1,Is too much water bad for you? (Answer is Yes),TRUE,6,en.noclean.c4-train.03367-of-07168.147165,94
a1,Is too much water bad for you? (Answer is Yes),TRUE,7,en.noclean.c4-train.04580-of-07168.107612,94
a1,Is too much water bad for you? (Answer is Yes),TRUE,8,en.noclean.c4-train.03295-of-07168.105153,94
a5,Can oil pulling heal cavities? (Answer is No),TRUE,1,en.noclean.c4-train.06984-of-07168.147849,93
a5,Can oil pulling heal cavities? (Answer is No),TRUE,2,en.noclean.c4-train.04247-of-07168.136159,93
a5,Can oil pulling heal cavities? (Answer is No),TRUE,3,en.noclean.c4-train.01716-of-07168.46725,93
a5,Can oil pulling heal cavities? (Answer is No),TRUE,3,en.noclean.c4-train.03873-of-07168.11066,93
a5,Can oil pulling heal cavities? (Answer is No),TRUE,4,en.noclean.c4-train.00355-of-07168.111733,93
a5,Can oil pulling heal cavities? (Answer is No),TRUE,4,en.noclean.c4-train.00184-of-07168.76318,93
a5,Can oil pulling heal cavities? (Answer is No),TRUE,5,en.noclean.c4-train.00467-of-07168.81845,93
a5,Can oil pulling heal cavities? (Answer is No),TRUE,6,en.noclean.c4-train.04355-of-07168.140547,93
a5,Can oil pulling heal cavities? (Answer is No),TRUE,7,en.noclean.c4-train.05503-of-07168.66869,93
a5,Can oil pulling heal cavities? (Answer is No),TRUE,8,en.noclean.c4-train.00314-of-07168.38329,93
a6,Are skin tags contagious? (Answer is No),TRUE,1,en.noclean.c4-train.04067-of-07168.31582,92
a6,Are skin tags contagious? (Answer is No),TRUE,2,en.noclean.c4-train.06381-of-07168.117910,92
a6,Are skin tags contagious? (Answer is No),TRUE,3,en.noclean.c4-train.02007-of-07168.15788,92
a6,Are skin tags contagious? (Answer is No),TRUE,4,en.noclean.c4-train.02898-of-07168.101879,92
a6,Are skin tags contagious? (Answer is No),TRUE,5,en.noclean.c4-train.02869-of-07168.105580,92
a6,Are skin tags contagious? (Answer is No),TRUE,6,en.noclean.c4-train.04391-of-07168.24622,92
a6,Are skin tags contagious? (Answer is No),TRUE,6,en.noclean.c4-train.06018-of-07168.40721,92
a6,Are skin tags contagious? (Answer is No),TRUE,6,en.noclean.c4-train.03362-of-07168.27605,92
a6,Are skin tags contagious? (Answer is No),TRUE,7,en.noclean.c4-train.00220-of-07168.113948,92
a6,Are skin tags contagious? (Answer is No),TRUE,8,en.noclean.c4-train.03459-of-07168.45537,92
a4,Are vaccines linked to autism? (Answer is No),TRUE,1,en.noclean.c4-train.03922-of-07168.16571,88
a4,Are vaccines linked to autism? (Answer is No),TRUE,2,en.noclean.c4-train.02083-of-07168.31051,88
a4,Are vaccines linked to autism? (Answer is No),TRUE,3,en.noclean.c4-train.07073-of-07168.49431,88
a4,Are vaccines linked to autism? (Answer is No),TRUE,4,en.noclean.c4-train.05381-of-07168.23246,88
a4,Are vaccines linked to autism? (Answer is No),TRUE,4,en.noclean.c4-train.07054-of-07168.86795,88
a4,Are vaccines linked to autism? (Answer is No),TRUE,5,en.noclean.c4-train.02126-of-07168.105349,88
a4,Are vaccines linked to autism? (Answer is No),TRUE,6,en.noclean.c4-train.06953-of-07168.101188,88
a4,Are vaccines linked to autism? (Answer is No),TRUE,7,en.noclean.c4-train.05244-of-07168.110352,88
a4,Are vaccines linked to autism? (Answer is No),TRUE,7,en.noclean.c4-train.03715-of-07168.77920,88
a4,Are vaccines linked to autism? (Answer is No),TRUE,7,en.noclean.c4-train.00610-of-07168.112686,88
a4,Do men get UTI infections? (Answer is Yes),TRUE,1,en.noclean.c4-train.04257-of-07168.1685,87
a4,Do men get UTI infections? (Answer is Yes),TRUE,2,en.noclean.c4-train.03622-of-07168.101387,87
a4,Do men get UTI infections? (Answer is Yes),TRUE,3,en.noclean.c4-train.06837-of-07168.52338,87
a4,Do men get UTI infections? (Answer is Yes),TRUE,4,en.noclean.c4-train.02366-of-07168.63317,87
a4,Do men get UTI infections? (Answer is Yes),TRUE,5,en.noclean.c4-train.00475-of-07168.138850,87
a4,Do men get UTI infections? (Answer is Yes),TRUE,6,en.noclean.c4-train.04468-of-07168.45313,87
a4,Do men get UTI infections? (Answer is Yes),TRUE,7,en.noclean.c4-train.04269-of-07168.83013,87
a4,Do men get UTI infections? (Answer is Yes),TRUE,8,en.noclean.c4-train.03737-of-07168.119430,87
a4,Do men get UTI infections? (Answer is Yes),TRUE,9,en.noclean.c4-train.03178-of-07168.100474,87
a4,Do men get UTI infections? (Answer is Yes),TRUE,10,en.noclean.c4-train.05843-of-07168.52140,87
a1,Can coffee help you lose weight? (Answer is Yes),TRUE,1,en.noclean.c4-train.03827-of-07168.23789,84
a1,Can coffee help you lose weight? (Answer is Yes),TRUE,2,en.noclean.c4-train.00488-of-07168.5565,84
a1,Can coffee help you lose weight? (Answer is Yes),TRUE,2,en.noclean.c4-train.04790-of-07168.33851,84
a1,Can coffee help you lose weight? (Answer is Yes),TRUE,2,en.noclean.c4-train.01116-of-07168.51794,84
a1,Can coffee help you lose weight? (Answer is Yes),TRUE,3,en.noclean.c4-train.02033-of-07168.114860,84
a1,Can coffee help you lose weight? (Answer is Yes),TRUE,3,en.noclean.c4-train.02338-of-07168.112698,84
a1,Can coffee help you lose weight? (Answer is Yes),TRUE,4,en.noclean.c4-train.02709-of-07168.11846,84
a1,Can you become addicted to weed? (Answer is Yes),TRUE,1,en.noclean.c4-train.06509-of-07168.147998,82
a1,Can you become addicted to weed? (Answer is Yes),TRUE,2,en.noclean.c4-train.05479-of-07168.148127,82
a1,Can you become addicted to weed? (Answer is Yes),TRUE,3,en.noclean.c4-train.01153-of-07168.98856,82
a1,Can you become addicted to weed? (Answer is Yes),TRUE,4,en.noclean.c4-train.01470-of-07168.120545,82
a1,Can you become addicted to weed? (Answer is Yes),TRUE,5,en.noclean.c4-train.06223-of-07168.96060,82
a1,Can you become addicted to weed? (Answer is Yes),TRUE,6,en.noclean.c4-train.05393-of-07168.127141,82
a1,Are sit ups bad for you? (Answer is Yes),TRUE,1,en.noclean.c4-train.04754-of-07168.131097,81
a1,Are sit ups bad for you? (Answer is Yes),TRUE,2,en.noclean.c4-train.06021-of-07168.68412,81
a1,Are sit ups bad for you? (Answer is Yes),TRUE,3,en.noclean.c4-train.06407-of-07168.111376,81
a1,Is morphine addictive? (Answer is Yes),TRUE,1,en.noclean.c4-train.05815-of-07168.35972,80
a1,Is morphine addictive? (Answer is Yes),TRUE,2,en.noclean.c4-train.04620-of-07168.79210,80
a1,Is morphine addictive? (Answer is Yes),TRUE,3,en.noclean.c4-train.03282-of-07168.127163,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.01377-of-07168.68998,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.03198-of-07168.69048,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.04161-of-07168.61672,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.00500-of-07168.20757,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.02970-of-07168.80264,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.05986-of-07168.56487,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.04139-of-07168.4515,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.06051-of-07168.67493,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.06816-of-07168.53211,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.06417-of-07168.33623,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.05637-of-07168.110779,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.05791-of-07168.18795,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.01103-of-07168.115984,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.00744-of-07168.118816,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.06378-of-07168.127419,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.02510-of-07168.123587,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.04118-of-07168.52952,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.06186-of-07168.112761,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.06339-of-07168.59060,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.03285-of-07168.99882,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.01169-of-07168.139210,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.07112-of-07168.58478,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.00981-of-07168.120511,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.01005-of-07168.73180,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.01554-of-07168.135778,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.03541-of-07168.60705,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.05363-of-07168.50148,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.05330-of-07168.118148,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.04904-of-07168.101643,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.00353-of-07168.24345,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.04030-of-07168.95896,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.04096-of-07168.7155,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.06403-of-07168.25168,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.04595-of-07168.126188,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.03024-of-07168.23273,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.06327-of-07168.117279,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.05462-of-07168.108142,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.01898-of-07168.140873,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.01825-of-07168.146220,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.06163-of-07168.141438,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.02619-of-07168.138062,80
a1,Is morphine addictive? (Answer is Yes),TRUE,4,en.noclean.c4-train.04557-of-07168.110114,80
a5,Can HIV be transmitted through sweat? (Answer is No),TRUE,1,en.noclean.c4-train.05390-of-07168.124912,73
a5,Can HIV be transmitted through sweat? (Answer is No),TRUE,2,en.noclean.c4-train.03032-of-07168.73360,73
a6,Can an MRI harm my baby? (Answer is No),TRUE,1,en.noclean.c4-train.06811-of-07168.113554,72
a6,Can an MRI harm my baby? (Answer is No),TRUE,2,en.noclean.c4-train.01140-of-07168.81281,72
a6,Can an MRI harm my baby? (Answer is No),TRUE,2,en.noclean.c4-train.02971-of-07168.70853,72
a6,Can an MRI harm my baby? (Answer is No),TRUE,3,en.noclean.c4-train.00240-of-07168.57203,72
a6,Can an MRI harm my baby? (Answer is No),TRUE,4,en.noclean.c4-train.01044-of-07168.119699,72
a6,Can an MRI harm my baby? (Answer is No),TRUE,5,en.noclean.c4-train.02316-of-07168.147078,72
a6,Can an MRI harm my baby? (Answer is No),TRUE,6,en.noclean.c4-train.01793-of-07168.48322,72
a6,Can an MRI harm my baby? (Answer is No),TRUE,7,en.noclean.c4-train.05457-of-07168.96888,72
a6,Can an MRI harm my baby? (Answer is No),TRUE,7,en.noclean.c4-train.01481-of-07168.56630,72
a6,Can an MRI harm my baby? (Answer is No),TRUE,8,en.noclean.c4-train.06643-of-07168.128482,72
a2,Is methanol poisonous? (Answer is Yes),TRUE,1,en.noclean.c4-train.03431-of-07168.92596,71
a2,Is methanol poisonous? (Answer is Yes),TRUE,2,en.noclean.c4-train.04403-of-07168.148062,71
a2,Is methanol poisonous? (Answer is Yes),TRUE,3,en.noclean.c4-train.03592-of-07168.117169,71
a2,Is methanol poisonous? (Answer is Yes),TRUE,4,en.noclean.c4-train.06618-of-07168.25197,71
a2,Is methanol poisonous? (Answer is Yes),TRUE,5,en.noclean.c4-train.00620-of-07168.65805,71
a2,Is methanol poisonous? (Answer is Yes),TRUE,5,en.noclean.c4-train.01907-of-07168.87349,71
a2,Is methanol poisonous? (Answer is Yes),TRUE,6,en.noclean.c4-train.05031-of-07168.121215,71
a2,Can grapefruit interfere with medication? (Answer is Yes),TRUE,1,en.noclean.c4-train.05302-of-07168.79944,67
a2,Can grapefruit interfere with medication? (Answer is Yes),TRUE,1,en.noclean.c4-train.00017-of-07168.71863,67
a2,Can grapefruit interfere with medication? (Answer is Yes),TRUE,1,en.noclean.c4-train.06065-of-07168.4847,67
